1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
1.0, 0.0, 0.125, 3.99993, 4.06301, 4.25961, 4.62385, 5.22997, 6.23706, 8.02656, 11.7684, 200.0, 63.8458, 34.9159, 22.1961, 15.8607, 12.4175, 10.4266, 9.22748, 8.50757, 8.12076, 8.00009, -1.93419E-4, 0.00191992, -0.00797001, 0.0
